time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002219,0.0391,0.4324,0.0102,0.434
0.005625,0.0390,0.4327,0.0102,0.435
0.016652,0.0390,0.4329,0.0103,0.435
0.025700,0.0389,0.4331,0.0103,0.435
0.035839,0.0388,0.4331,0.0104,0.435
0.045968,0.0387,0.4331,0.0104,0.435
0.056085,0.0386,0.4330,0.0105,0.435
0.066378,0.0385,0.4329,0.0105,0.435
0.076419,0.0384,0.4328,0.0106,0.435
0.086508,0.0384,0.4326,0.0106,0.434
0.108398,0.0383,0.4325,0.0107,0.434
0.108969,0.0383,0.4324,0.0107,0.434
0.117143,0.0383,0.4324,0.0108,0.434
0.127226,0.0383,0.4324,0.0109,0.434
0.137349,0.0383,0.4325,0.0110,0.434
0.148128,0.0383,0.4326,0.0111,0.434
0.157532,0.0383,0.4328,0.0112,0.435
0.167540,0.0384,0.4329,0.0113,0.435
0.177944,0.0384,0.4330,0.0114,0.435
0.191566,0.0385,0.4330,0.0116,0.435
0.197931,0.0386,0.4330,0.0117,0.435
0.208030,0.0386,0.4330,0.0119,0.435
0.218225,0.0387,0.4330,0.0120,0.435
0.228442,0.0388,0.4329,0.0122,0.435
0.238521,0.0389,0.4329,0.0124,0.435
0.248587,0.0390,0.4329,0.0126,0.435
0.259165,0.0391,0.4328,0.0128,0.435
0.269008,0.0392,0.4327,0.0130,0.435
0.279300,0.0393,0.4327,0.0132,0.435
0.292119,0.0393,0.4326,0.0134,0.435
0.299573,0.0394,0.4325,0.0137,0.434
0.309392,0.0395,0.4322,0.0139,0.434
0.319519,0.0395,0.4319,0.0141,0.434
0.331255,0.0396,0.4315,0.0143,0.434
0.339894,0.0396,0.4310,0.0145,0.433
0.350257,0.0396,0.4304,0.0147,0.432
0.360509,0.0396,0.4297,0.0149,0.432
0.370166,0.0396,0.4289,0.0151,0.431
0.391529,0.0396,0.4281,0.0153,0.430
0.392402,0.0395,0.4271,0.0155,0.429
0.400952,0.0395,0.4261,0.0156,0.428
0.410745,0.0394,0.4249,0.0157,0.427
0.420865,0.0394,0.4237,0.0159,0.426
0.431093,0.0393,0.4225,0.0160,0.425
0.441104,0.0392,0.4213,0.0161,0.423
0.451166,0.0392,0.4200,0.0163,0.422
0.461641,0.0391,0.4187,0.0164,0.421
0.471508,0.0390,0.4175,0.0165,0.420
0.491792,0.0389,0.4162,0.0167,0.418
0.492775,0.0389,0.4151,0.0168,0.417
0.501882,0.0388,0.4139,0.0169,0.416
0.512239,0.0387,0.4129,0.0170,0.415
0.522240,0.0387,0.4119,0.0171,0.414
0.533220,0.0386,0.4110,0.0173,0.413
0.542776,0.0386,0.4101,0.0174,0.412
0.552526,0.0386,0.4093,0.0175,0.412
0.564403,0.0386,0.4086,0.0176,0.411
0.573058,0.0386,0.4080,0.0178,0.410
0.583337,0.0385,0.4074,0.0179,0.410
0.593182,0.0386,0.4069,0.0180,0.409
0.608044,0.0386,0.4064,0.0181,0.409
0.613639,0.0386,0.4060,0.0182,0.408
0.623492,0.0386,0.4057,0.0183,0.408
0.633534,0.0386,0.4054,0.0184,0.408
0.644009,0.0387,0.4052,0.0185,0.407
0.653820,0.0387,0.4051,0.0185,0.407
0.664214,0.0388,0.4050,0.0186,0.407
0.674188,0.0388,0.4050,0.0186,0.407
0.690997,0.0389,0.4051,0.0186,0.407
0.694547,0.0389,0.4051,0.0186,0.407
0.704656,0.0390,0.4052,0.0186,0.407
0.714880,0.0390,0.4051,0.0185,0.407
0.725095,0.0391,0.4051,0.0184,0.407
0.734903,0.0391,0.4049,0.0183,0.407
0.745229,0.0391,0.4046,0.0181,0.407
0.755355,0.0391,0.4040,0.0180,0.406
0.765675,0.0391,0.4033,0.0178,0.406
0.775587,0.0391,0.4024,0.0175,0.405
0.791153,0.0390,0.4013,0.0173,0.404
0.796743,0.0390,0.3999,0.0170,0.402
0.805941,0.0388,0.3982,0.0167,0.400
0.816233,0.0387,0.3963,0.0163,0.399
0.826491,0.0385,0.3941,0.0159,0.396
0.836213,0.0382,0.3915,0.0156,0.394
0.847087,0.0379,0.3886,0.0152,0.391
0.856477,0.0376,0.3854,0.0147,0.387
