time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003150,-0.0039,0.3922,0.0459,0.395
0.004784,-0.0038,0.3931,0.0458,0.396
0.014827,-0.0036,0.3941,0.0457,0.397
0.025038,-0.0035,0.3954,0.0456,0.398
0.035192,-0.0034,0.3969,0.0455,0.400
0.054510,-0.0032,0.3986,0.0455,0.401
0.055429,-0.0030,0.4005,0.0454,0.403
0.065475,-0.0029,0.4024,0.0454,0.405
0.077287,-0.0027,0.4043,0.0454,0.407
0.085821,-0.0025,0.4060,0.0453,0.409
0.096169,-0.0023,0.4075,0.0453,0.410
0.106331,-0.0021,0.4085,0.0452,0.411
0.116229,-0.0018,0.4090,0.0450,0.411
0.127128,-0.0016,0.4091,0.0448,0.412
0.136636,-0.0013,0.4088,0.0446,0.411
0.146535,-0.0011,0.4080,0.0444,0.410
0.156837,-0.0008,0.4069,0.0441,0.409
0.171221,-0.0006,0.4055,0.0439,0.408
0.176988,-0.0003,0.4038,0.0436,0.406
0.187305,-0.0001,0.4019,0.0433,0.404
0.197220,0.0001,0.3999,0.0430,0.402
0.207597,0.0003,0.3977,0.0426,0.400
0.217484,0.0004,0.3954,0.0423,0.398
0.228059,0.0006,0.3928,0.0420,0.395
0.237711,0.0007,0.3901,0.0417,0.392
0.254364,0.0008,0.3872,0.0414,0.389
0.257989,0.0009,0.3841,0.0410,0.386
0.268140,0.0009,0.3811,0.0407,0.383
0.278513,0.0009,0.3780,0.0403,0.380
0.288393,0.0010,0.3750,0.0400,0.377
0.298520,0.0010,0.3722,0.0397,0.374
0.308889,0.0010,0.3698,0.0395,0.372
0.318930,0.0010,0.3678,0.0393,0.370
0.329294,0.0009,0.3664,0.0391,0.368
0.339126,0.0009,0.3654,0.0390,0.367
0.354681,0.0009,0.3648,0.0389,0.367
0.359853,0.0009,0.3647,0.0389,0.367
0.369539,0.0008,0.3648,0.0388,0.367
0.379532,0.0008,0.3653,0.0388,0.367
0.390007,0.0008,0.3658,0.0388,0.368
0.400259,0.0008,0.3664,0.0388,0.368
0.410198,0.0009,0.3669,0.0388,0.369
0.420459,0.0009,0.3672,0.0387,0.369
0.430320,0.0010,0.3673,0.0386,0.369
0.440817,0.0011,0.3671,0.0385,0.369
0.453648,0.0012,0.3667,0.0383,0.369
0.460575,0.0014,0.3660,0.0381,0.368
0.470754,0.0015,0.3651,0.0380,0.367
