time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003048,0.0003,0.4234,0.0135,0.424
0.004015,0.0002,0.4238,0.0137,0.424
0.014957,0.0001,0.4242,0.0138,0.424
0.027334,0.0001,0.4245,0.0140,0.425
0.034655,-0.0000,0.4247,0.0141,0.425
0.044835,-0.0001,0.4249,0.0142,0.425
0.054942,-0.0001,0.4251,0.0144,0.425
0.066231,-0.0002,0.4252,0.0145,0.425
0.075284,-0.0003,0.4253,0.0146,0.426
0.090958,-0.0003,0.4254,0.0147,0.426
0.095381,-0.0004,0.4255,0.0148,0.426
0.105540,-0.0005,0.4256,0.0149,0.426
0.116607,-0.0005,0.4258,0.0149,0.426
0.125776,-0.0006,0.4259,0.0150,0.426
0.135707,-0.0007,0.4260,0.0151,0.426
0.146076,-0.0007,0.4261,0.0151,0.426
0.155969,-0.0008,0.4262,0.0152,0.426
0.166172,-0.0008,0.4263,0.0153,0.427
0.176605,-0.0009,0.4264,0.0153,0.427
0.192385,-0.0009,0.4265,0.0154,0.427
0.196770,-0.0009,0.4265,0.0154,0.427
0.207130,-0.0010,0.4267,0.0155,0.427
0.217111,-0.0010,0.4268,0.0155,0.427
0.227223,-0.0010,0.4269,0.0156,0.427
0.237064,-0.0010,0.4270,0.0157,0.427
0.247487,-0.0011,0.4271,0.0158,0.427
0.257462,-0.0011,0.4272,0.0159,0.427
0.267686,-0.0011,0.4272,0.0159,0.428
0.277733,-0.0011,0.4272,0.0160,0.428
0.292220,-0.0011,0.4273,0.0161,0.428
0.298880,-0.0011,0.4273,0.0162,0.428
0.308201,-0.0011,0.4274,0.0163,0.428
0.318458,-0.0012,0.4275,0.0164,0.428
0.328579,-0.0012,0.4275,0.0165,0.428
0.338355,-0.0012,0.4275,0.0166,0.428
0.348776,-0.0012,0.4275,0.0167,0.428
0.358684,-0.0012,0.4275,0.0168,0.428
0.368936,-0.0011,0.4274,0.0168,0.428
0.379285,-0.0011,0.4272,0.0169,0.428
0.392507,-0.0011,0.4269,0.0169,0.427
0.399185,-0.0011,0.4266,0.0170,0.427
0.409400,-0.0011,0.4262,0.0170,0.427
0.419621,-0.0011,0.4257,0.0170,0.426
0.429992,-0.0011,0.4253,0.0170,0.426
