time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003920,-0.0059,-0.0071,-0.1804,0.181
0.013942,-0.0059,-0.0071,-0.1789,0.179
0.015508,-0.0058,-0.0070,-0.1770,0.177
0.025707,-0.0058,-0.0069,-0.1748,0.175
0.040278,-0.0057,-0.0068,-0.1725,0.173
0.046176,-0.0057,-0.0067,-0.1701,0.170
0.056427,-0.0056,-0.0066,-0.1675,0.168
0.066536,-0.0056,-0.0065,-0.1649,0.165
0.076700,-0.0055,-0.0063,-0.1623,0.162
0.087590,-0.0055,-0.0062,-0.1597,0.160
0.096668,-0.0054,-0.0061,-0.1572,0.157
0.106897,-0.0054,-0.0060,-0.1550,0.155
0.117210,-0.0054,-0.0059,-0.1532,0.153
0.130266,-0.0054,-0.0058,-0.1517,0.152
0.137355,-0.0054,-0.0058,-0.1507,0.151
0.147587,-0.0054,-0.0057,-0.1500,0.150
0.157446,-0.0054,-0.0057,-0.1496,0.150
0.168028,-0.0055,-0.0057,-0.1494,0.150
0.177884,-0.0055,-0.0057,-0.1496,0.150
0.188153,-0.0056,-0.0057,-0.1499,0.150
0.198075,-0.0057,-0.0057,-0.1503,0.151
0.208186,-0.0057,-0.0057,-0.1508,0.151
0.218435,-0.0058,-0.0057,-0.1512,0.151
0.230445,-0.0059,-0.0058,-0.1518,0.152
0.238844,-0.0059,-0.0058,-0.1524,0.153
0.248783,-0.0060,-0.0058,-0.1530,0.153
0.258800,-0.0061,-0.0058,-0.1537,0.154
0.270427,-0.0062,-0.0059,-0.1544,0.155
0.279064,-0.0062,-0.0059,-0.1552,0.155
0.289475,-0.0063,-0.0059,-0.1559,0.156
0.299566,-0.0064,-0.0059,-0.1566,0.157
0.309542,-0.0065,-0.0059,-0.1572,0.157
0.330433,-0.0065,-0.0059,-0.1576,0.158
0.331446,-0.0066,-0.0059,-0.1577,0.158
0.340243,-0.0066,-0.0059,-0.1576,0.158
0.350347,-0.0066,-0.0058,-0.1571,0.157
0.360179,-0.0066,-0.0058,-0.1566,0.157
0.370429,-0.0066,-0.0057,-0.1559,0.156
0.380519,-0.0066,-0.0057,-0.1552,0.155
0.390616,-0.0066,-0.0056,-0.1546,0.155
0.400844,-0.0066,-0.0056,-0.1541,0.154
0.410887,-0.0067,-0.0055,-0.1538,0.154
0.430663,-0.0067,-0.0055,-0.1536,0.154
0.431727,-0.0067,-0.0055,-0.1533,0.154
0.441183,-0.0067,-0.0055,-0.1531,0.153
0.451626,-0.0067,-0.0054,-0.1528,0.153
0.461719,-0.0067,-0.0054,-0.1526,0.153
0.472019,-0.0068,-0.0054,-0.1524,0.153
0.481917,-0.0068,-0.0054,-0.1523,0.153
0.491849,-0.0068,-0.0054,-0.1523,0.153
0.503373,-0.0068,-0.0054,-0.1523,0.153
0.512265,-0.0069,-0.0054,-0.1524,0.153
0.522480,-0.0069,-0.0054,-0.1527,0.153
0.532748,-0.0070,-0.0055,-0.1532,0.153
0.546890,-0.0071,-0.0055,-0.1540,0.154
0.553143,-0.0071,-0.0056,-0.1550,0.155
0.562902,-0.0072,-0.0056,-0.1562,0.156
0.572896,-0.0073,-0.0057,-0.1573,0.158
0.583166,-0.0074,-0.0057,-0.1584,0.159
0.593208,-0.0075,-0.0058,-0.1595,0.160
0.603443,-0.0076,-0.0058,-0.1604,0.161
0.613574,-0.0077,-0.0059,-0.1613,0.162
0.623566,-0.0078,-0.0059,-0.1621,0.162
0.633755,-0.0078,-0.0060,-0.1628,0.163
0.646848,-0.0079,-0.0060,-0.1634,0.164
0.654410,-0.0080,-0.0060,-0.1639,0.164
0.664041,-0.0081,-0.0061,-0.1642,0.165
0.674250,-0.0081,-0.0061,-0.1645,0.165
0.684622,-0.0082,-0.0061,-0.1647,0.165
0.694605,-0.0082,-0.0061,-0.1649,0.165
0.704836,-0.0083,-0.0062,-0.1651,0.165
0.714889,-0.0083,-0.0062,-0.1653,0.166
0.730001,-0.0084,-0.0062,-0.1655,0.166
0.736350,-0.0084,-0.0062,-0.1655,0.166
0.745161,-0.0085,-0.0062,-0.1654,0.166
0.755684,-0.0085,-0.0063,-0.1652,0.166
0.765587,-0.0085,-0.0063,-0.1651,0.165
0.775579,-0.0085,-0.0063,-0.1648,0.165
0.786273,-0.0085,-0.0063,-0.1646,0.165
0.795997,-0.0085,-0.0063,-0.1645,0.165
0.805873,-0.0085,-0.0063,-0.1642,0.165
0.816353,-0.0084,-0.0063,-0.1640,0.164
0.830076,-0.0084,-0.0063,-0.1638,0.164
0.836501,-0.0084,-0.0063,-0.1639,0.164
0.846727,-0.0084,-0.0063,-0.1641,0.164
0.856573,-0.0084,-0.0063,-0.1646,0.165
0.866945,-0.0084,-0.0063,-0.1651,0.165
0.876909,-0.0084,-0.0064,-0.1657,0.166
0.887147,-0.0084,-0.0064,-0.1664,0.167
0.897250,-0.0084,-0.0064,-0.1669,0.167
0.907249,-0.0083,-0.0064,-0.1672,0.168
0.917763,-0.0083,-0.0065,-0.1674,0.168
0.927486,-0.0083,-0.0065,-0.1676,0.168
0.938023,-0.0083,-0.0065,-0.1680,0.168
0.947985,-0.0083,-0.0065,-0.1683,0.169
0.957928,-0.0083,-0.0065,-0.1685,0.169
0.969373,-0.0083,-0.0065,-0.1687,0.169
0.978202,-0.0083,-0.0066,-0.1690,0.169
0.988361,-0.0083,-0.0066,-0.1694,0.170
0.998901,-0.0083,-0.0066,-0.1699,0.170
1.008736,-0.0084,-0.0067,-0.1706,0.171
1.024595,-0.0084,-0.0067,-0.1715,0.172
1.028864,-0.0085,-0.0068,-0.1723,0.173
1.039179,-0.0085,-0.0068,-0.1730,0.173
1.049425,-0.0086,-0.0069,-0.1736,0.174
1.059300,-0.0086,-0.0069,-0.1740,0.174
1.069312,-0.0087,-0.0069,-0.1743,0.175
1.079881,-0.0087,-0.0070,-0.1745,0.175
1.089590,-0.0087,-0.0070,-0.1745,0.175
1.100166,-0.0087,-0.0070,-0.1743,0.175
1.110087,-0.0087,-0.0070,-0.1739,0.174
1.124544,-0.0087,-0.0070,-0.1733,0.174
1.130212,-0.0086,-0.0070,-0.1723,0.173
1.140404,-0.0085,-0.0070,-0.1710,0.171
1.150674,-0.0085,-0.0070,-0.1695,0.170
1.160702,-0.0083,-0.0069,-0.1679,0.168
1.170768,-0.0082,-0.0069,-0.1663,0.167
1.181170,-0.0081,-0.0069,-0.1647,0.165
1.191074,-0.0080,-0.0068,-0.1631,0.163
1.202409,-0.0078,-0.0068,-0.1615,0.162
1.211368,-0.0077,-0.0067,-0.1597,0.160
1.221582,-0.0075,-0.0067,-0.1578,0.158
1.231696,-0.0074,-0.0066,-0.1560,0.156
1.241617,-0.0072,-0.0065,-0.1543,0.155
1.252224,-0.0070,-0.0065,-0.1527,0.153
1.261939,-0.0069,-0.0064,-0.1511,0.151
1.272238,-0.0067,-0.0064,-0.1494,0.150
1.282419,-0.0066,-0.0063,-0.1478,0.148
1.292313,-0.0064,-0.0062,-0.1463,0.147
1.302468,-0.0063,-0.0062,-0.1450,0.145
1.312878,-0.0062,-0.0062,-0.1439,0.144
1.322764,-0.0060,-0.0061,-0.1429,0.143
1.333211,-0.0059,-0.0061,-0.1421,0.142
1.343223,-0.0059,-0.0061,-0.1415,0.142
1.353439,-0.0058,-0.0061,-0.1409,0.141
1.363468,-0.0057,-0.0061,-0.1404,0.141
1.373402,-0.0056,-0.0061,-0.1399,0.140
1.383924,-0.0056,-0.0061,-0.1393,0.140
1.393847,-0.0055,-0.0060,-0.1386,0.139
1.403802,-0.0054,-0.0060,-0.1378,0.138
1.414059,-0.0053,-0.0060,-0.1372,0.137
1.424150,-0.0053,-0.0060,-0.1366,0.137
1.440744,-0.0052,-0.0059,-0.1359,0.136
1.444325,-0.0051,-0.0059,-0.1351,0.135
1.454527,-0.0051,-0.0059,-0.1343,0.135
1.464938,-0.0050,-0.0059,-0.1337,0.134
1.474686,-0.0049,-0.0058,-0.1331,0.133
1.485530,-0.0049,-0.0058,-0.1327,0.133
1.494933,-0.0048,-0.0058,-0.1323,0.132
1.505265,-0.0048,-0.0058,-0.1319,0.132
1.515487,-0.0048,-0.0057,-0.1316,0.132
1.525370,-0.0047,-0.0057,-0.1312,0.131
1.540744,-0.0047,-0.0057,-0.1311,0.131
1.545838,-0.0046,-0.0057,-0.1311,0.131
1.555734,-0.0046,-0.0056,-0.1311,0.131
1.566174,-0.0046,-0.0056,-0.1313,0.132
1.575996,-0.0045,-0.0056,-0.1316,0.132
1.586311,-0.0045,-0.0056,-0.1321,0.132
1.596472,-0.0045,-0.0056,-0.1328,0.133
1.606457,-0.0045,-0.0057,-0.1335,0.134
1.616793,-0.0045,-0.0057,-0.1343,0.134
1.626922,-0.0045,-0.0057,-0.1351,0.135
1.639689,-0.0046,-0.0058,-0.1362,0.136
1.647255,-0.0046,-0.0058,-0.1375,0.138
1.657056,-0.0046,-0.0059,-0.1388,0.139
1.668315,-0.0046,-0.0059,-0.1400,0.140
1.677556,-0.0047,-0.0060,-0.1412,0.141
1.687867,-0.0047,-0.0060,-0.1423,0.143
1.697834,-0.0047,-0.0061,-0.1433,0.144
1.707942,-0.0047,-0.0061,-0.1443,0.145
1.723194,-0.0047,-0.0062,-0.1453,0.145
1.728172,-0.0047,-0.0063,-0.1464,0.147
1.738196,-0.0048,-0.0063,-0.1474,0.148
1.748549,-0.0048,-0.0064,-0.1483,0.149
1.758366,-0.0048,-0.0065,-0.1493,0.149
1.768529,-0.0048,-0.0065,-0.1502,0.150
1.778736,-0.0048,-0.0066,-0.1510,0.151
1.788805,-0.0049,-0.0067,-0.1518,0.152
1.798929,-0.0049,-0.0067,-0.1526,0.153
1.809171,-0.0049,-0.0068,-0.1535,0.154
1.823541,-0.0050,-0.0069,-0.1543,0.155
1.829387,-0.0050,-0.0069,-0.1551,0.155
1.839443,-0.0051,-0.0070,-0.1559,0.156
1.849972,-0.0051,-0.0071,-0.1566,0.157
1.859951,-0.0052,-0.0072,-0.1573,0.158
1.870240,-0.0052,-0.0072,-0.1580,0.158
1.880269,-0.0053,-0.0073,-0.1590,0.159
1.890119,-0.0054,-0.0075,-0.1601,0.160
1.901486,-0.0055,-0.0076,-0.1612,0.161
1.910705,-0.0056,-0.0077,-0.1623,0.163
1.920746,-0.0057,-0.0078,-0.1633,0.164
1.931099,-0.0058,-0.0079,-0.1640,0.164
1.940691,-0.0058,-0.0080,-0.1645,0.165
1.951768,-0.0059,-0.0081,-0.1647,0.165
1.961189,-0.0060,-0.0081,-0.1649,0.165
1.971249,-0.0060,-0.0082,-0.1649,0.165
1.981442,-0.0061,-0.0082,-0.1646,0.165
1.991444,-0.0061,-0.0082,-0.1642,0.165
2.001625,-0.0061,-0.0082,-0.1635,0.164
2.012026,-0.0062,-0.0082,-0.1626,0.163
2.021775,-0.0062,-0.0082,-0.1615,0.162
2.032335,-0.0062,-0.0082,-0.1605,0.161
2.042024,-0.0062,-0.0081,-0.1596,0.160
2.052352,-0.0063,-0.0081,-0.1587,0.159
2.062605,-0.0063,-0.0081,-0.1579,0.158
2.072466,-0.0063,-0.0080,-0.1570,0.157
2.082537,-0.0063,-0.0080,-0.1559,0.156
2.092741,-0.0063,-0.0079,-0.1548,0.155
2.103091,-0.0063,-0.0078,-0.1537,0.154
2.113408,-0.0063,-0.0078,-0.1527,0.153
2.123146,-0.0063,-0.0077,-0.1519,0.152
2.139849,-0.0063,-0.0077,-0.1511,0.151
2.143384,-0.0063,-0.0077,-0.1504,0.151
2.153868,-0.0063,-0.0076,-0.1497,0.150
2.163877,-0.0063,-0.0076,-0.1492,0.149
2.173807,-0.0063,-0.0076,-0.1486,0.149
2.184397,-0.0063,-0.0076,-0.1481,0.148
2.194109,-0.0063,-0.0076,-0.1478,0.148
2.204209,-0.0063,-0.0076,-0.1474,0.148
2.214656,-0.0062,-0.0076,-0.1472,0.148
2.224420,-0.0062,-0.0076,-0.1470,0.147
2.239582,-0.0061,-0.0076,-0.1466,0.147
2.244874,-0.0060,-0.0076,-0.1459,0.146
2.254898,-0.0060,-0.0076,-0.1451,0.145
2.265237,-0.0059,-0.0076,-0.1442,0.144
2.275293,-0.0058,-0.0075,-0.1431,0.143
2.285167,-0.0057,-0.0075,-0.1421,0.142
2.295742,-0.0056,-0.0074,-0.1410,0.141
2.305495,-0.0055,-0.0074,-0.1399,0.140
2.315988,-0.0054,-0.0073,-0.1387,0.139
2.325987,-0.0053,-0.0072,-0.1375,0.138
2.339588,-0.0052,-0.0071,-0.1362,0.137
2.346198,-0.0051,-0.0071,-0.1351,0.135
2.356238,-0.0050,-0.0070,-0.1340,0.134
2.367527,-0.0050,-0.0069,-0.1330,0.133
2.376549,-0.0049,-0.0069,-0.1321,0.132
2.386801,-0.0049,-0.0068,-0.1312,0.131
2.396860,-0.0048,-0.0068,-0.1303,0.131
2.406966,-0.0048,-0.0067,-0.1295,0.130
2.417411,-0.0048,-0.0067,-0.1287,0.129
2.427396,-0.0047,-0.0067,-0.1282,0.128
2.437426,-0.0047,-0.0066,-0.1278,0.128
2.447732,-0.0048,-0.0067,-0.1277,0.128
2.457708,-0.0048,-0.0067,-0.1278,0.128
2.467731,-0.0048,-0.0067,-0.1279,0.128
2.477730,-0.0049,-0.0068,-0.1282,0.128
2.487798,-0.0049,-0.0068,-0.1285,0.129
2.498398,-0.0049,-0.0069,-0.1289,0.129
2.508104,-0.0050,-0.0070,-0.1294,0.130
2.518554,-0.0050,-0.0070,-0.1301,0.130
2.528583,-0.0050,-0.0071,-0.1308,0.131
2.540077,-0.0051,-0.0072,-0.1314,0.132
2.548588,-0.0051,-0.0073,-0.1320,0.132
2.559103,-0.0051,-0.0074,-0.1324,0.133
2.568945,-0.0051,-0.0075,-0.1328,0.133
2.579388,-0.0051,-0.0075,-0.1331,0.133
2.589159,-0.0051,-0.0076,-0.1334,0.134
2.600466,-0.0051,-0.0076,-0.1337,0.134
2.609739,-0.0051,-0.0077,-0.1340,0.134
2.619882,-0.0051,-0.0077,-0.1342,0.134
2.629846,-0.0051,-0.0078,-0.1343,0.135
2.639785,-0.0051,-0.0078,-0.1344,0.135
2.650544,-0.0050,-0.0078,-0.1343,0.135
2.660126,-0.0050,-0.0078,-0.1343,0.135
2.670139,-0.0050,-0.0078,-0.1343,0.135
2.680672,-0.0050,-0.0078,-0.1343,0.135
2.690460,-0.0050,-0.0077,-0.1343,0.135
2.700625,-0.0050,-0.0077,-0.1343,0.135
2.711165,-0.0051,-0.0077,-0.1342,0.134
2.720876,-0.0051,-0.0077,-0.1340,0.134
2.731695,-0.0051,-0.0076,-0.1338,0.134
2.741280,-0.0052,-0.0076,-0.1336,0.134
2.751565,-0.0052,-0.0076,-0.1335,0.134
2.761563,-0.0053,-0.0075,-0.1335,0.134
2.771543,-0.0054,-0.0075,-0.1336,0.134
2.782038,-0.0055,-0.0075,-0.1337,0.134
2.791913,-0.0056,-0.0075,-0.1338,0.134
2.802128,-0.0057,-0.0075,-0.1340,0.134
2.812686,-0.0058,-0.0076,-0.1342,0.135
2.822597,-0.0059,-0.0076,-0.1344,0.135
2.839390,-0.0060,-0.0076,-0.1347,0.135
2.842489,-0.0061,-0.0076,-0.1350,0.135
2.852700,-0.0062,-0.0077,-0.1353,0.136
2.863148,-0.0063,-0.0077,-0.1355,0.136
2.872841,-0.0063,-0.0077,-0.1357,0.136
2.883382,-0.0064,-0.0077,-0.1358,0.136
2.893349,-0.0065,-0.0077,-0.1359,0.136
2.903478,-0.0065,-0.0078,-0.1360,0.136
2.913780,-0.0066,-0.0078,-0.1361,0.136
2.924002,-0.0066,-0.0078,-0.1362,0.137
2.938848,-0.0067,-0.0078,-0.1363,0.137
2.943945,-0.0067,-0.0078,-0.1364,0.137
2.953918,-0.0067,-0.0078,-0.1366,0.137
2.964408,-0.0067,-0.0078,-0.1368,0.137
2.974175,-0.0067,-0.0078,-0.1372,0.138
2.984372,-0.0067,-0.0078,-0.1375,0.138
2.994674,-0.0067,-0.0078,-0.1379,0.138
3.004614,-0.0067,-0.0078,-0.1383,0.139
3.015109,-0.0067,-0.0078,-0.1387,0.139
3.025328,-0.0067,-0.0078,-0.1390,0.139
3.038622,-0.0067,-0.0078,-0.1393,0.140
3.045131,-0.0066,-0.0078,-0.1395,0.140
3.055310,-0.0066,-0.0078,-0.1395,0.140
3.066802,-0.0066,-0.0078,-0.1396,0.140
3.075685,-0.0065,-0.0079,-0.1396,0.140
3.085828,-0.0065,-0.0079,-0.1395,0.140
3.095993,-0.0065,-0.0079,-0.1395,0.140
3.105937,-0.0064,-0.0079,-0.1394,0.140
3.116837,-0.0064,-0.0079,-0.1393,0.140
3.126227,-0.0064,-0.0079,-0.1392,0.140
3.136211,-0.0064,-0.0080,-0.1392,0.140
3.146862,-0.0064,-0.0080,-0.1392,0.140
3.156439,-0.0064,-0.0080,-0.1392,0.140
3.166641,-0.0064,-0.0081,-0.1393,0.140
3.176945,-0.0064,-0.0081,-0.1393,0.140
3.186959,-0.0064,-0.0082,-0.1393,0.140
3.197308,-0.0064,-0.0082,-0.1393,0.140
