time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002873,-0.0091,0.0063,-0.1729,0.173
0.012938,-0.0091,0.0063,-0.1729,0.173
0.023136,-0.0091,0.0063,-0.1727,0.173
0.034709,-0.0091,0.0062,-0.1725,0.173
0.043499,-0.0090,0.0062,-0.1722,0.173
0.053799,-0.0090,0.0061,-0.1719,0.172
0.063916,-0.0090,0.0060,-0.1715,0.172
0.074206,-0.0090,0.0060,-0.1710,0.171
0.091584,-0.0090,0.0059,-0.1703,0.171
0.094384,-0.0090,0.0058,-0.1697,0.170
0.104124,-0.0089,0.0058,-0.1692,0.170
0.114864,-0.0089,0.0057,-0.1689,0.169
0.124562,-0.0090,0.0057,-0.1688,0.169
0.135228,-0.0090,0.0056,-0.1688,0.169
0.144860,-0.0090,0.0056,-0.1691,0.169
0.155143,-0.0090,0.0056,-0.1696,0.170
0.166089,-0.0091,0.0056,-0.1703,0.171
0.175079,-0.0091,0.0055,-0.1712,0.172
0.185254,-0.0092,0.0055,-0.1723,0.173
0.195528,-0.0093,0.0055,-0.1733,0.174
0.209056,-0.0093,0.0055,-0.1743,0.175
0.215857,-0.0094,0.0055,-0.1752,0.176
0.225755,-0.0094,0.0055,-0.1759,0.176
0.235859,-0.0095,0.0055,-0.1766,0.177
0.246167,-0.0095,0.0054,-0.1771,0.177
0.256190,-0.0096,0.0054,-0.1774,0.178
0.267125,-0.0096,0.0054,-0.1777,0.178
0.276466,-0.0096,0.0054,-0.1778,0.178
0.286506,-0.0096,0.0054,-0.1780,0.178
0.296991,-0.0097,0.0054,-0.1781,0.178
0.309288,-0.0097,0.0054,-0.1781,0.178
0.316943,-0.0097,0.0053,-0.1781,0.178
0.327019,-0.0097,0.0053,-0.1779,0.178
0.337138,-0.0097,0.0053,-0.1777,0.178
0.347557,-0.0097,0.0053,-0.1773,0.178
0.357615,-0.0097,0.0052,-0.1767,0.177
0.367796,-0.0097,0.0052,-0.1761,0.176
0.377791,-0.0097,0.0052,-0.1754,0.176
0.387797,-0.0097,0.0052,-0.1747,0.175
0.409194,-0.0097,0.0051,-0.1741,0.174
0.410158,-0.0097,0.0051,-0.1735,0.174
0.418470,-0.0097,0.0051,-0.1730,0.173
0.428457,-0.0098,0.0051,-0.1727,0.173
0.438590,-0.0098,0.0051,-0.1724,0.173
0.448596,-0.0099,0.0051,-0.1723,0.173
0.458837,-0.0099,0.0051,-0.1723,0.173
0.468772,-0.0100,0.0051,-0.1725,0.173
0.479286,-0.0101,0.0051,-0.1726,0.173
0.489114,-0.0101,0.0051,-0.1727,0.173
0.508988,-0.0102,0.0051,-0.1727,0.173
0.509998,-0.0102,0.0050,-0.1727,0.173
0.519561,-0.0103,0.0050,-0.1727,0.173
0.529745,-0.0103,0.0050,-0.1728,0.173
0.539923,-0.0104,0.0050,-0.1729,0.173
0.550218,-0.0104,0.0050,-0.1732,0.174
0.560449,-0.0105,0.0050,-0.1735,0.174
0.570194,-0.0106,0.0051,-0.1738,0.174
