time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002386,0.0144,0.3812,0.0444,0.384
0.012428,0.0143,0.3828,0.0449,0.386
0.031322,0.0140,0.3842,0.0454,0.387
0.032605,0.0138,0.3853,0.0458,0.388
0.042965,0.0136,0.3860,0.0463,0.389
0.055042,0.0133,0.3862,0.0466,0.389
0.063672,0.0130,0.3860,0.0470,0.389
0.073556,0.0127,0.3852,0.0472,0.388
0.083563,0.0123,0.3839,0.0475,0.387
0.093737,0.0120,0.3822,0.0476,0.385
0.113776,0.0116,0.3800,0.0477,0.383
0.114432,0.0112,0.3776,0.0478,0.381
0.123746,0.0108,0.3751,0.0479,0.378
0.134398,0.0104,0.3724,0.0480,0.376
0.144114,0.0100,0.3697,0.0481,0.373
0.154666,0.0095,0.3671,0.0482,0.370
0.164403,0.0091,0.3647,0.0483,0.368
0.174563,0.0087,0.3625,0.0485,0.366
0.184908,0.0083,0.3606,0.0486,0.364
0.194890,0.0078,0.3590,0.0487,0.362
0.214051,0.0074,0.3577,0.0489,0.361
0.215039,0.0070,0.3567,0.0490,0.360
0.225114,0.0066,0.3561,0.0492,0.360
0.235557,0.0062,0.3559,0.0494,0.359
0.245602,0.0059,0.3562,0.0496,0.360
0.255926,0.0055,0.3569,0.0498,0.360
0.265947,0.0051,0.3582,0.0502,0.362
0.275788,0.0048,0.3600,0.0505,0.364
0.286027,0.0044,0.3622,0.0509,0.366
0.296266,0.0040,0.3650,0.0514,0.369
0.314241,0.0037,0.3680,0.0519,0.372
0.316609,0.0033,0.3713,0.0525,0.375
0.326489,0.0030,0.3747,0.0530,0.378
0.337772,0.0026,0.3779,0.0535,0.382
0.346778,0.0023,0.3809,0.0540,0.385
0.357008,0.0019,0.3835,0.0544,0.387
0.367028,0.0016,0.3854,0.0548,0.389
0.377115,0.0013,0.3866,0.0550,0.390
0.387398,0.0010,0.3870,0.0551,0.391
0.397492,0.0007,0.3868,0.0552,0.391
0.414086,0.0004,0.3858,0.0552,0.390
0.417945,0.0001,0.3842,0.0551,0.388
0.427780,-0.0002,0.3821,0.0549,0.386
0.438265,-0.0004,0.3793,0.0547,0.383
0.448167,-0.0007,0.3760,0.0543,0.380
0.458241,-0.0009,0.3720,0.0540,0.376
0.468620,-0.0011,0.3675,0.0535,0.371
0.478786,-0.0013,0.3626,0.0529,0.366
0.497154,-0.0015,0.3573,0.0523,0.361
0.498724,-0.0017,0.3517,0.0517,0.355
0.508830,-0.0018,0.3460,0.0510,0.350
0.520693,-0.0020,0.3403,0.0503,0.344
0.529100,-0.0021,0.3348,0.0496,0.338
0.539755,-0.0023,0.3296,0.0490,0.333
0.549687,-0.0024,0.3249,0.0484,0.328
0.559625,-0.0025,0.3209,0.0479,0.324
0.570310,-0.0026,0.3178,0.0475,0.321
0.580086,-0.0027,0.3154,0.0473,0.319
0.590105,-0.0028,0.3140,0.0472,0.318
0.600136,-0.0029,0.3136,0.0472,0.317
0.614020,-0.0030,0.3139,0.0474,0.318
0.620507,-0.0031,0.3151,0.0478,0.319
0.630418,-0.0032,0.3171,0.0482,0.321
0.640709,-0.0033,0.3197,0.0487,0.323
0.650814,-0.0034,0.3230,0.0494,0.327
0.661071,-0.0035,0.3270,0.0502,0.331
0.670964,-0.0037,0.3316,0.0511,0.335
0.681313,-0.0038,0.3366,0.0521,0.341
0.691231,-0.0040,0.3422,0.0532,0.346
0.701633,-0.0042,0.3481,0.0544,0.352
0.713192,-0.0044,0.3542,0.0557,0.359
0.721728,-0.0046,0.3604,0.0570,0.365
0.731946,-0.0048,0.3666,0.0584,0.371
0.742078,-0.0051,0.3728,0.0598,0.378
0.753431,-0.0054,0.3788,0.0612,0.384
0.762232,-0.0058,0.3846,0.0626,0.390
0.772423,-0.0061,0.3901,0.0640,0.395
0.782612,-0.0065,0.3953,0.0653,0.401
0.792562,-0.0069,0.4003,0.0666,0.406
0.813328,-0.0073,0.4049,0.0678,0.411
0.814309,-0.0077,0.4094,0.0690,0.415
0.823104,-0.0081,0.4139,0.0701,0.420
0.833077,-0.0085,0.4184,0.0712,0.425
0.843258,-0.0090,0.4231,0.0722,0.429
0.853327,-0.0095,0.4281,0.0732,0.434
0.863512,-0.0100,0.4332,0.0742,0.440
0.873558,-0.0105,0.4385,0.0752,0.445
0.884083,-0.0110,0.4440,0.0761,0.451
0.893896,-0.0115,0.4496,0.0769,0.456
0.909308,-0.0119,0.4551,0.0777,0.462
0.914183,-0.0124,0.4606,0.0783,0.467
0.924396,-0.0128,0.4659,0.0788,0.473
0.934654,-0.0132,0.4709,0.0792,0.478
0.944557,-0.0134,0.4757,0.0794,0.482
0.954800,-0.0136,0.4800,0.0794,0.487
0.965061,-0.0137,0.4839,0.0791,0.491
0.975093,-0.0138,0.4874,0.0787,0.494
0.986673,-0.0137,0.4906,0.0782,0.497
0.995291,-0.0135,0.4935,0.0774,0.500
1.008990,-0.0132,0.4962,0.0765,0.502
1.015714,-0.0129,0.4985,0.0755,0.504
1.025636,-0.0125,0.5007,0.0744,0.506
1.036549,-0.0120,0.5027,0.0732,0.508
1.045926,-0.0114,0.5046,0.0719,0.510
1.056353,-0.0108,0.5067,0.0706,0.512
1.066132,-0.0101,0.5089,0.0693,0.514
1.076441,-0.0094,0.5115,0.0679,0.516
1.086327,-0.0087,0.5144,0.0666,0.519
1.096604,-0.0079,0.5177,0.0653,0.522
1.106624,-0.0071,0.5213,0.0640,0.525
1.117031,-0.0064,0.5251,0.0627,0.529
1.127032,-0.0056,0.5291,0.0613,0.533
1.137284,-0.0049,0.5331,0.0600,0.537
1.147453,-0.0042,0.5372,0.0586,0.540
1.157255,-0.0036,0.5410,0.0573,0.544
1.167634,-0.0031,0.5445,0.0558,0.547
1.177824,-0.0027,0.5475,0.0544,0.550
1.187700,-0.0023,0.5498,0.0529,0.552
1.198021,-0.0020,0.5513,0.0514,0.554
1.208603,-0.0017,0.5520,0.0498,0.554
1.219555,-0.0016,0.5517,0.0482,0.554
1.228362,-0.0014,0.5503,0.0466,0.552
1.238434,-0.0013,0.5478,0.0449,0.550
1.248893,-0.0012,0.5438,0.0432,0.546
1.258595,-0.0011,0.5382,0.0415,0.540
