time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002730,0.0605,0.3876,0.0282,0.393
0.007570,0.0606,0.3877,0.0281,0.393
0.017243,0.0606,0.3878,0.0280,0.393
0.027243,0.0607,0.3878,0.0280,0.394
0.037657,0.0607,0.3878,0.0279,0.393
0.050254,0.0608,0.3877,0.0279,0.393
0.057867,0.0608,0.3877,0.0278,0.393
0.067871,0.0609,0.3876,0.0278,0.393
0.077837,0.0610,0.3874,0.0278,0.393
0.088200,0.0610,0.3873,0.0277,0.393
0.098121,0.0611,0.3872,0.0277,0.393
0.108516,0.0612,0.3871,0.0277,0.393
0.118433,0.0612,0.3870,0.0277,0.393
0.132398,0.0613,0.3868,0.0277,0.393
0.139998,0.0614,0.3867,0.0277,0.393
0.149312,0.0614,0.3866,0.0277,0.392
0.159245,0.0615,0.3863,0.0277,0.392
0.169296,0.0615,0.3861,0.0278,0.392
0.179240,0.0615,0.3859,0.0278,0.392
0.189612,0.0615,0.3856,0.0278,0.391
0.199633,0.0615,0.3853,0.0279,0.391
0.209579,0.0615,0.3850,0.0279,0.391
0.220044,0.0615,0.3848,0.0280,0.391
0.232958,0.0615,0.3845,0.0280,0.390
0.240655,0.0614,0.3842,0.0281,0.390
0.250357,0.0614,0.3839,0.0282,0.390
0.260246,0.0613,0.3836,0.0282,0.390
0.270524,0.0613,0.3834,0.0283,0.389
0.280692,0.0612,0.3832,0.0284,0.389
0.290882,0.0612,0.3830,0.0284,0.389
0.301052,0.0612,0.3828,0.0285,0.389
0.310953,0.0611,0.3827,0.0286,0.389
0.321403,0.0611,0.3825,0.0287,0.388
0.332561,0.0610,0.3824,0.0287,0.388
0.341766,0.0610,0.3823,0.0288,0.388
0.351808,0.0610,0.3822,0.0289,0.388
0.361589,0.0610,0.3822,0.0290,0.388
0.373079,0.0609,0.3822,0.0291,0.388
0.381950,0.0609,0.3822,0.0292,0.388
0.392370,0.0609,0.3823,0.0293,0.388
0.402457,0.0609,0.3824,0.0294,0.388
0.412461,0.0609,0.3825,0.0295,0.388
0.433295,0.0609,0.3826,0.0296,0.389
0.434296,0.0608,0.3828,0.0297,0.389
0.442636,0.0608,0.3829,0.0298,0.389
0.453152,0.0608,0.3830,0.0299,0.389
0.462927,0.0608,0.3831,0.0300,0.389
0.473318,0.0607,0.3832,0.0301,0.389
0.483423,0.0607,0.3833,0.0302,0.389
0.493400,0.0606,0.3835,0.0303,0.389
0.503596,0.0606,0.3836,0.0304,0.390
0.513739,0.0606,0.3838,0.0306,0.390
0.532627,0.0605,0.3840,0.0307,0.390
0.533748,0.0605,0.3843,0.0308,0.390
0.544007,0.0605,0.3845,0.0308,0.390
0.554458,0.0604,0.3847,0.0309,0.391
0.564169,0.0604,0.3850,0.0310,0.391
0.574892,0.0604,0.3852,0.0311,0.391
0.584596,0.0604,0.3854,0.0311,0.391
0.594669,0.0603,0.3856,0.0312,0.391
0.605697,0.0603,0.3857,0.0313,0.392
0.614910,0.0603,0.3858,0.0313,0.392
0.625201,0.0603,0.3860,0.0314,0.392
0.635527,0.0603,0.3861,0.0314,0.392
0.648846,0.0603,0.3861,0.0314,0.392
0.655742,0.0603,0.3862,0.0314,0.392
0.665580,0.0603,0.3863,0.0314,0.392
0.675965,0.0603,0.3862,0.0314,0.392
0.686103,0.0603,0.3862,0.0314,0.392
0.696406,0.0603,0.3861,0.0314,0.392
0.706159,0.0603,0.3860,0.0313,0.392
0.716490,0.0603,0.3859,0.0313,0.392
0.732395,0.0603,0.3857,0.0312,0.392
0.736502,0.0604,0.3855,0.0312,0.391
0.746590,0.0604,0.3854,0.0311,0.391
0.756916,0.0604,0.3853,0.0311,0.391
0.767055,0.0605,0.3851,0.0310,0.391
0.777079,0.0605,0.3850,0.0310,0.391
0.787314,0.0606,0.3850,0.0309,0.391
0.797527,0.0607,0.3849,0.0308,0.391
0.807755,0.0608,0.3849,0.0308,0.391
0.817673,0.0609,0.3848,0.0307,0.391
0.831996,0.0609,0.3847,0.0306,0.391
0.838720,0.0610,0.3847,0.0305,0.391
0.848054,0.0611,0.3846,0.0304,0.391
0.858132,0.0612,0.3845,0.0303,0.390
0.868290,0.0613,0.3844,0.0302,0.390
0.878309,0.0614,0.3843,0.0301,0.390
0.888701,0.0615,0.3842,0.0300,0.390
0.898778,0.0616,0.3841,0.0299,0.390
0.908632,0.0617,0.3840,0.0297,0.390
0.919182,0.0618,0.3839,0.0296,0.390
0.928959,0.0619,0.3838,0.0294,0.390
