time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002991,0.0012,0.4096,0.0324,0.411
0.012143,0.0015,0.4094,0.0320,0.411
0.021976,0.0019,0.4091,0.0316,0.410
0.033304,0.0025,0.4087,0.0312,0.410
0.042426,0.0032,0.4084,0.0307,0.410
0.052622,0.0039,0.4080,0.0302,0.409
0.062448,0.0047,0.4076,0.0297,0.409
0.072555,0.0056,0.4073,0.0291,0.408
0.092358,0.0065,0.4070,0.0286,0.408
0.093019,0.0074,0.4068,0.0279,0.408
0.102951,0.0083,0.4067,0.0273,0.408
0.113035,0.0090,0.4067,0.0265,0.408
0.123238,0.0098,0.4067,0.0258,0.408
0.133352,0.0104,0.4068,0.0250,0.408
0.143744,0.0110,0.4069,0.0242,0.408
0.153658,0.0115,0.4071,0.0234,0.408
0.164067,0.0120,0.4072,0.0226,0.408
0.174156,0.0124,0.4073,0.0218,0.408
0.192816,0.0128,0.4074,0.0210,0.408
0.194124,0.0132,0.4074,0.0203,0.408
0.204308,0.0136,0.4073,0.0198,0.408
0.214701,0.0141,0.4072,0.0193,0.408
0.224734,0.0145,0.4070,0.0189,0.408
0.235273,0.0150,0.4067,0.0188,0.407
0.244862,0.0156,0.4064,0.0187,0.407
0.254997,0.0162,0.4061,0.0189,0.407
0.265990,0.0169,0.4057,0.0192,0.406
0.275205,0.0176,0.4052,0.0197,0.406
0.285397,0.0184,0.4047,0.0203,0.406
0.295857,0.0192,0.4042,0.0210,0.405
0.309577,0.0200,0.4036,0.0216,0.405
0.315857,0.0209,0.4031,0.0223,0.404
0.326018,0.0218,0.4025,0.0230,0.404
0.336000,0.0227,0.4019,0.0236,0.403
0.346252,0.0237,0.4014,0.0242,0.403
0.356264,0.0247,0.4009,0.0248,0.402
0.367700,0.0256,0.4004,0.0255,0.402
0.376853,0.0265,0.4000,0.0261,0.402
0.392384,0.0273,0.3995,0.0268,0.401
0.397144,0.0281,0.3992,0.0274,0.401
0.407080,0.0288,0.3988,0.0280,0.401
0.417455,0.0293,0.3985,0.0287,0.401
0.427342,0.0297,0.3982,0.0293,0.400
0.437429,0.0300,0.3980,0.0299,0.400
0.447952,0.0301,0.3979,0.0305,0.400
0.457723,0.0300,0.3978,0.0310,0.400
0.468089,0.0298,0.3977,0.0313,0.400
0.478091,0.0294,0.3978,0.0316,0.400
0.488061,0.0290,0.3978,0.0320,0.400
0.509420,0.0284,0.3979,0.0324,0.400
0.510507,0.0278,0.3980,0.0328,0.400
0.518691,0.0271,0.3981,0.0334,0.400
0.528613,0.0263,0.3983,0.0341,0.401
0.538710,0.0254,0.3985,0.0350,0.401
0.549864,0.0245,0.3987,0.0359,0.401
0.559380,0.0236,0.3989,0.0368,0.401
0.569147,0.0226,0.3991,0.0378,0.402
0.579571,0.0217,0.3994,0.0389,0.402
0.592103,0.0207,0.3996,0.0399,0.402
0.600383,0.0197,0.3998,0.0410,0.402
0.609731,0.0188,0.3999,0.0421,0.403
0.619702,0.0179,0.4000,0.0432,0.403
0.629970,0.0170,0.4001,0.0444,0.403
0.639953,0.0161,0.4000,0.0456,0.403
0.650140,0.0153,0.3999,0.0470,0.403
0.660578,0.0144,0.3997,0.0484,0.403
0.670502,0.0135,0.3994,0.0501,0.403
0.692891,0.0126,0.3990,0.0518,0.403
0.694008,0.0117,0.3986,0.0535,0.402
0.701212,0.0107,0.3982,0.0552,0.402
0.710941,0.0097,0.3978,0.0569,0.402
0.721041,0.0087,0.3973,0.0585,0.402
0.731986,0.0077,0.3969,0.0601,0.402
0.741569,0.0067,0.3966,0.0617,0.401
0.751616,0.0056,0.3962,0.0632,0.401
0.761899,0.0046,0.3958,0.0647,0.401
